"","V1","V2","V3","V4"
"1",-7.45531240429214,9.82872590443046,-6.78206870675916,7.90759748374692
"2",-1.26821789694224,3.56729539875476,2.31935173146049,3.52006820449159
"3",2.10833525161719,10.7454172814183,-1.8036571644846,2.32325371778042
"4",-0.94774338194766,13.5366742015971,-1.76426212965989,7.45563107631675
"5",1.0004929917481,15.9989930348743,-1.49581929943179,7.0592770620024
"6",1.14664698107662,18.5283632992775,-0.858339234053839,8.58259860574095
"7",-2.74205374035905,24.0990316084585,-3.36349951581447,14.4640803325674
"8",-2.13205802199915,27.9473866755074,-4.16645256416057,16.4355610351796
"9",1.82675396453474,26.9639959197254,-0.476741994420866,15.346873619777
"10",6.19187341803541,27.3350189162971,1.63453824156608,13.7861392953115
"11",3.84741798129398,29.9496653279552,1.4007064559767,18.9812611508386
"12",7.69530874091546,25.7549166701873,7.85518642119655,17.9722389480197
"13",7.95259399471763,33.0207951859519,3.17745329903641,20.7022499053879
"14",2.74121102823409,39.0368573878336,0.422663214344925,29.16901377745
"15",0.616791291224626,49.8514802667896,-7.38385816086144,34.1328264550871
"16",10.3127158795361,41.4721029804761,4.19723534344377,27.22681352895
"17",7.10254031973142,51.1550886594803,-2.30697708360276,33.2899814718631
"18",11.7962879262328,46.5679364376543,5.57352325852369,31.0839938708714
"19",15.8774306077194,47.8051983310239,7.25849060922846,29.5680188247372
"20",15.5697530216135,53.5311274019741,5.13172482556043,32.8978349629043
"21",6.25505115793105,64.7669503904775,-1.90031048295505,45.6800950240361
"22",10.8215675179194,68.029535803077,-1.20306747772514,44.9051618310759
"23",14.982056054228,69.8619870001773,0.653405220296495,44.3165483778486
"24",9.60975128163395,73.4897068076555,0.138062875676644,53.2440997768886
"25",10.7370339410694,77.0954257087567,-0.426633857846939,55.7154146410722
"26",9.65278876768514,84.8991687437522,-4.93040022927459,60.0578142645933
"27",12.2022489458344,83.3704232729567,-0.00347708344159625,61.5016236874766
"28",13.4233212164291,89.999628150021,-2.61347299264232,63.7410336056897
"29",13.7019455201495,90.587256598464,-0.0838843803313586,67.1631343669127
"30",15.9122039742437,94.1931051405241,-1.01836949633503,68.5827779211834
"31",16.070297265509,90.51675771304,5.13641492696502,72.2014721458078
"32",13.2674323593243,99.4402497579476,-1.57103646748272,78.3744486582328
"33",16.195394989881,99.0124443458705,1.76153806135476,78.3995984136888
"34",14.6579484692621,105.823037394198,-2.73398957194918,83.2568359754628
"35",18.8303900296393,97.4876688850963,8.21896961980191,82.6148308979975
"36",13.3041226153072,109.23538803136,-0.756779594982318,92.2325867577043
"37",20.9601813056916,110.338478416402,1.14643603380323,88.1614119431739
"38",21.1170659966822,109.763179959457,4.53430432202628,91.1793199020457
"39",21.9972453373665,116.234544395865,0.967067443736135,93.2032916053027
"40",23.7808923541559,116.211900188679,4.06856443859118,94.7945177712648
"41",24.1818343845398,116.644702695383,6.83554684667297,97.9736413804466
"42",19.4980759568811,125.212556509372,1.59977003588652,106.044066616375
"43",14.93231842345,132.597647589534,-2.91327041842455,114.532366036731
"44",18.9493152273263,130.525026294723,1.8861480582533,114.400252567976
"45",24.5264672352275,132.852736577891,1.63894328847197,112.716176514289
"46",21.1901203614857,143.421309312079,-6.77266668540003,119.637929376525
"47",26.1101916101968,132.009072101733,7.37947980763781,118.161559320423
"48",20.6363565215711,145.123363331421,-2.53892320229081,127.641271149355
"49",30.1603489836969,141.962426318235,3.51228268481598,121.796570051149
"50",24.3283748290292,149.850824937724,-1.5744624772661,130.969947361139
"51",30.0017428810576,146.463398506538,4.28832324956386,128.460539267966
"52",30.7270952947117,149.211146812002,4.34434377869474,131.050077212244
"53",27.3493341834634,154.858715447178,0.980887209163958,137.720780054293
"54",27.6152630983121,156.027948985497,3.07710694321031,140.828213386116
"55",28.1629103554368,161.215255154215,0.340137996710013,143.895141955613
"56",28.7554225443284,164.35441854787,-0.264904302597415,146.560873226158
"57",27.3260413503152,162.086278854469,4.11585147431936,151.329054214161
"58",31.9677199627863,164.452244438706,4.40932835922509,149.984024118936
"59",24.6661303856844,170.613623798302,0.601517677353983,160.452045066845
"60",30.3219493229448,170.149424125523,3.67417853265798,157.534648273079
"61",28.2792144396164,175.974853820811,-0.0524850128600332,162.509746171825
"62",25.5771899484063,178.674012882199,-0.34350608080345,167.853940606283
"63",33.4450691261428,174.772433688085,5.48444943318635,162.631111202397
"64",31.1600786850211,180.382808981104,2.30904244772709,167.307404987753
"65",33.7628542374433,181.548771077473,3.32288083261848,167.38540534273
"66",29.1791319631777,187.627904667995,-0.568458586498476,174.331582880036
"67",31.037737192931,191.426652404448,-1.82500999829277,175.453913448628
"68",29.6792978432526,193.817595977505,-1.4468734802463,179.724269420937
"69",30.3560807940437,195.109322596676,-0.0544321912962369,181.879530253782
"70",27.9177796917089,198.623049033373,-0.640139216193441,187.217831979565
"71",39.5223797402477,192.707663799526,7.87992208310931,178.397528121096
"72",31.7430116671074,205.064763205083,-2.04839955585717,188.728560624227
"73",34.9864258857186,201.46747154684,4.22630843638147,187.921570026578
"74",29.9240663545477,210.553880302574,-2.04717121042642,195.651446622243
"75",33.4618338562669,212.741549743122,-1.496675483452,194.722470063255
"76",31.9222901706929,216.344221239439,-2.29996617481362,198.738828329665
"77",34.2997019584053,215.166151217896,1.56338977142861,199.20134108485
"78",27.9626068108593,224.011351103485,-5.0223525352283,208.27722235078
